id,artist,title,price,label,labelnum,quantity,pic,created_at,updated_at
163,JOE BYRD AND THE FIELD HIPPIES,AMERICAN METAPHYSICAL CIRCUS (180 GRAM),10.5,COLUM,7317H,1,,,
164,JOE WALSH,BUT SERIOUSLY FOLKS,6,EA,141,1,,,
165,JOHN CALE,VINTAGE VIOLENCE (180 GRAM PRESSING),12,COLUM,1037,1,,,
166,JOHN COLTRANE,COLTRANE JAZZ (180 GRAM),12.5,ATL,1354HQ,1,,,
167,JOHN COLTRANE,COLTRANE JAZZ (HQ - 180 GRAM VINYL),12.5,ATL,1354HQ,1,,,
168,JOHN FAHEY,OF RIVERS AND RELIGION (180 GRAM),9,WB,2089,1,,,
169,JOHN LENNON PLASTIC ONO BAND,LIVE PEACE WITH 1970 CALENDAR,15,APPL,3362,1,,,
170,JOHNNY BURNETTE,AND THE ROCK 'N ROLL TRIO (180 GRAM),10,CORAL,57080,1,,,
171,JUJU,A MESSAGE FROM MOZAMBIQUE,8,BLFR,19735,1,,,
172,KING CURTIS,PLAYS THE GREAT MEMPHIS HITS,10.5,ATCO,33211,1,,,
173,KING CURTIS,PLAYS THE GREAT MEMPHIS HITS (COLOR),11,ATCO,33211C,1,,,
174,KING CURTIS,PLAYS THE GREAT MEMPHIS HITS (180 GRAM),11.5,ATCO,33211H,1,,,
175,KING FLOYD,KING FLOYD (GROOVE ME),12.5,COTI,9047,1,,,
176,LARRY YOUNG,LAWRENCE OF NEWARK,6.5,PCPT,34,1,,,
177,LED ZEPPELIN,LED ZEPPELIN IV (180 GRAM),14.9,ATL,796577,1,,,
178,LEO'S SUNSHIP,WE NEED EACH OTHER,8,LYONS,1000,1,,,
179,LEROY CARR & SCRAPPER BLACKWELL,NAPTOWN BLUES 1929 - 1934 (180 GRAM),10,YAZ,1036,1,,,
180,LES MCANN,TALK TO THE PEOPLE,8,ATL,1619,1,,,
181,LIGHTNIN' ROD,HUSTLER'S CONVENTION,7,CELL,6107,1,,,
182,LIONEL RICHIE,"DANCING ON THE CEILING (SAY YOU, SAY ME)",6,MOT,6158,1,,,
183,LITTLE BEAVER,JOEY,8,CAT,1601,1,,,
184,LITTLE RICHARD,GREATEST HITS,11.9,SPLT,36016,1,,,
185,LONNIE SMITH,AFRO-DESIA,7,GRVM,3308,1,,,
186,LONNIE SMITH,AFRO-DESIA (180 GRAM),8,GRVM,3308H,1,,,
187,LOUDON WAINWRIGHT III,"ALBUM III ""DEAD SKUNK"" (180 GRAM)",7.5,COLUM,31462,1,,,
188,LOUDON WAINWRIGHT III,ATTEMPTED MUSTACHE (180 GRAM),7.5,COLUM,32710,1,,,
189,LOUDON WAINWRIGHT III,UNREQUITED (180 GRAM),7.5,COLUM,33369,1,,,
190,LOWRELL,LOWRELL,6.5,AVI,6070,1,,,
191,MAD LADS,IN ACTION,7,VOLT,414,1,,,
192,MANHATTANS,SWEET TALK,4,VAL,72946,1,,,
193,MARVIN GAYE (7 LP BOX SET 180 GRAM),1961-1965 VOLUMNE ONE,77.5,TMLA,5353645,1,,,
194,MARVIN GAYE (8 LP BOX SET ON 180 GRAM),1966-1970 VOLUME TWO,77.5,TMLA,5353504,1,,,
195,MAX ROACH,AWARD WINNING DRUMMER,7,TIME,70003,1,,,
196,MEMPHIS JUG BAND,MEMPHIS JUG BAND (2 180 GRAM LP'S),15,YAZ,1067,1,,,
197,MEN WITHOUT HATS,RHYTHM OF YOUTH (SAFETY DANCE),6,MCA,5436,1,,,
198,METERS,CABBAGE ALLEY,10.5,REPR,2076,1,,,
199,METERS,CABBAGE ALLEY (COLOR),11.5,REPR,2076C,1,,,
200,METERS,CABBAGE ALLEY (180 GRAM),12.5,REPR,2076H,1,,,
201,METERS,LOOK-KA PY PY,10.5,JOSIE,4011,1,,,
202,METERS,LOOK-KA PY PY (COLORED VINYL),11.5,JOSIE,4011C,1,,,
203,METERS,LOOK-KA PY PY (180),12.5,JOSIE,4011H,1,,,
204,METERS,STRUTTIN ,10.5,JOSIE,4012,1,,,
205,METERS,STRUTTIN (COLOR),11.5,JOSIE,4012C,1,,,
206,METERS,STRUTTIN (180 GRAM),12.5,JOSIE,4012H,1,,,
207,METERS,"THE METERS ""CISSY STRUT""",10.5,JOSIE,4010,1,,,
208,METERS,"THE METERS ""CISSY STRUT"" (COLOR)",11.5,JOSIE,4010C,1,,,
209,METERS,"THE METERS ""CISST STRUT"" (180 GRAM)",12.5,JOSIE,4010H,1,,,
210,MIGHTY TOM CATS,SOUL MAKOSSA,6.5,WINLE,121,1,,,
211,MILES DAVIS,MY FUNNY VALENTINE (180 GRAM),12.5,COLUM,9106,1,,,
212,MILES DAVIS,IN A SILENT WAY (180 GRAM),11.5,COLUM,9875,1,,,
213,MILES DAVIS,MILES SMILES (180 GRAM),12.5,COLUM,9401,1,,,
214,MILES DAVIS,MILES SMILES (COLOR 180 GRAM),15,COLUM,9401C,1,,,
215,MILES DAVIS,ON THE CORNER (180 GRAM),12.5,COLUM,31906,1,,,
216,MILES DAVIS,WATER BABIES (180 GRAM),11.5,COLUM,34396,1,,,
217,MINISTRY,"KE*A*H - PSALM 69 - ""JESUS BUILT MY HOTROD"" (180 GRAM)",10.5,RHI,76727,1,,,
218,MISSISSIPPI BLUES 1927 - 1941,SKIP JAMES / CHARLEY PATTON (180 GRAM),10,YAZ,1001,1,,,
219,MISSISSIPPI JOHN HURT,STACK O' LEE - THE VERY BEST OF,8,MASTE,3948,1,,,
220,MISSISSIPPI JOHN HURT,STACK O' LEE - THE VERY BEST OF (180 GRAM),8.5,MASTE,3948H,1,,,
221,MISSISSIPPI JOHN HURT,1928 SESSIONS,10,YAZ,1065,1,,,
222,MISSISSIPPI JOHN HURT,1928 SESSIONS (COLOR),10.5,YAZ,1065C,1,,,
223,MOODY BLUES,SUR LA MER,6,POLY,835756,1,,,
224,MOUNTAIN,THE BEST OF,10.5,COLUM,32079,1,,,
225,MULATU AND HIS ETHIOPIAN QUINTET,AFRO-LATIN SOUL,9,WORTH,1014,1,,,
226,MULATU AND HIS ETHIOPIAN QUINTET,AFRO-LATIN SOUL (COLOR),9.5,WORTH,1014C,1,,,
227,MULATU AND HIS ETHIOPIAN QUINTET,AFRO-LATIN SOUL (180 GRAM),9.5,WORTH,1014H,1,,,
228,MULATU & HIS ETHOPIAN QUINTET,"AFRO-LATIN SOUL, VOL. 2",9,WORTH,1015,1,,,
229,MULATU & HIS ETHOPIAN QUINTET,"AFRO-LATIN SOUL, VOL. 2 (COLOR)",9.5,WORTH,1015C,1,,,
230,MULATU & HIS ETHOPIAN QUINTET,"AFRO-LATIN SOUL, VOL. 2 (180 GRAM)",9.5,WORTH,1015H,1,,,
231,MULATU OF ETHIOPIA,MULATU OF ETHIOPIA,8.5,WORTH,1020,1,,,
232,MULATU OF ETHIOPIA,MULATU OF ETHIOPIA (180 GRAM),9,WORTH,1020H,1,,,
